invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_amount
I331140,C328801,FEMALE,50,Food & Beverage,2,10.46,Credit Card,10-07-2022,Mall of Istanbul,20.92
I213479,C118405,FEMALE,63,Clothing,2,600.16,Cash,30-12-2021,Mall of Istanbul,1200.32
I114835,C166662,FEMALE,20,Books,3,45.45,Debit Card,13-03-2022,Emaar Square Mall,136.35
I597424,C613435,FEMALE,65,Souvenir,5,58.65,Debit Card,05-10-2022,Forum Istanbul,293.25
I148972,C324965,FEMALE,44,Cosmetics,3,121.98,Credit Card,01-11-2022,Forum Istanbul,365.94
I237399,C281322,FEMALE,68,Clothing,5,1500.4,Debit Card,18-11-2021,Istinye Park,7502
I129788,C475787,FEMALE,68,Clothing,3,900.24,Credit Card,19-09-2021,Metrocity,2700.72
I220584,C130690,FEMALE,63,Food & Beverage,2,10.46,Debit Card,13-10-2021,Metrocity,20.92
I289600,C455211,FEMALE,31,Food & Beverage,3,15.69,Credit Card,10-11-2022,Mall of Istanbul,47.07
I420628,C162003,FEMALE,21,Shoes,3,1800.51,Cash,25-05-2021,Metropol AVM,5401.53
I333530,C513963,FEMALE,50,Clothing,3,900.24,Cash,06-11-2022,Kanyon,2700.72
I326139,C331243,FEMALE,36,Cosmetics,4,162.64,Cash,05-09-2021,Kanyon,650.56
I199181,C148398,FEMALE,63,Clothing,1,300.08,Credit Card,20-01-2023,Metropol AVM,300.08
I178215,C295417,FEMALE,66,Clothing,5,1500.4,Cash,04-06-2022,Kanyon,7502
I525384,C291714,FEMALE,48,Cosmetics,3,121.98,Cash,15-06-2022,Kanyon,365.94
I189361,C250421,FEMALE,54,Food & Beverage,5,26.15,Credit Card,07-02-2021,Kanyon,130.75
I152650,C839377,FEMALE,63,Cosmetics,3,121.98,Credit Card,15-07-2022,Kanyon,365.94
I513859,C124151,FEMALE,60,Toys,3,107.52,Cash,10-12-2022,Emaar Square Mall,322.56
I613073,C838982,FEMALE,36,Food & Beverage,5,26.15,Credit Card,05-10-2021,Mall of Istanbul,130.75
I328877,C197911,FEMALE,32,Cosmetics,3,121.98,Credit Card,19-11-2022,Metrocity,365.94
I242833,C307615,FEMALE,62,Clothing,3,900.24,Cash,09-05-2022,Istinye Park,2700.72
I152587,C320157,FEMALE,69,Shoes,4,2400.68,Cash,02-01-2022,Mall of Istanbul,9602.72
I150844,C302836,FEMALE,56,Food & Beverage,2,10.46,Cash,05-02-2023,Istinye Park,20.92
I288744,C251852,FEMALE,69,Clothing,5,1500.4,Credit Card,02-10-2022,Forum Istanbul,7502
I112598,C256159,FEMALE,62,Clothing,2,600.16,Cash,11-10-2022,Mall of Istanbul,1200.32
I104578,C836646,FEMALE,66,Clothing,3,900.24,Credit Card,19-05-2022,Forum Istanbul,2700.72
I205807,C230998,MALE,54,Clothing,3,900.24,Cash,28-02-2022,Kanyon,2700.72
I250471,C143825,FEMALE,33,Clothing,1,300.08,Cash,14-12-2022,Metropol AVM,300.08
I812854,C470695,FEMALE,62,Shoes,3,1800.51,Cash,12-07-2022,Kanyon,5401.53
I880414,C567291,FEMALE,52,Cosmetics,5,203.3,Cash,28-09-2021,Metropol AVM,1016.5
I304482,C250048,FEMALE,50,Food & Beverage,5,26.15,Debit Card,25-08-2021,Forum Istanbul,130.75
I799612,C998447,FEMALE,34,Shoes,3,1800.51,Cash,01-11-2021,Mall of Istanbul,5401.53
I865477,C533974,FEMALE,38,Clothing,1,300.08,Credit Card,10-04-2021,Mall of Istanbul,300.08
I733743,C299798,FEMALE,41,Clothing,3,900.24,Credit Card,09-11-2022,Metropol AVM,2700.72
I791682,C570393,FEMALE,39,Clothing,2,600.16,Credit Card,20-11-2021,Mall of Istanbul,1200.32
I586891,C138430,FEMALE,34,Food & Beverage,4,20.92,Cash,06-10-2021,Metrocity,83.68
I817394,C160565,FEMALE,56,Souvenir,2,23.46,Cash,19-09-2021,Kanyon,46.92
I321908,C112162,FEMALE,68,Clothing,1,300.08,Cash,10-03-2022,Emaar Square Mall,300.08
I130429,C247102,FEMALE,45,Technology,2,2100,Cash,05-06-2022,Cevahir AVM,4200
I335586,C178388,FEMALE,58,Toys,5,179.2,Credit Card,10-01-2023,Forum Istanbul,896
I116331,C577321,FEMALE,64,Food & Beverage,2,10.46,Cash,19-07-2021,Mall of Istanbul,20.92
I165743,C229742,FEMALE,37,Shoes,5,3000.85,Credit Card,29-03-2021,Mall of Istanbul,15004.25
I162982,C602841,FEMALE,40,Clothing,5,1500.4,Credit Card,09-12-2022,Metrocity,7502
I275536,C965921,FEMALE,40,Clothing,4,1200.32,Credit Card,29-09-2022,Istinye Park,4801.28
I256112,C181222,FEMALE,60,Shoes,4,2400.68,Cash,08-10-2021,Metrocity,9602.72
I338785,C498479,FEMALE,66,Cosmetics,3,121.98,Debit Card,20-04-2021,Emaar Square Mall,365.94
I333691,C137635,FEMALE,30,Clothing,1,300.08,Debit Card,25-10-2022,Metrocity,300.08
I210966,C227922,FEMALE,28,Food & Beverage,2,10.46,Credit Card,26-09-2021,Kanyon,20.92
I232730,C447587,FEMALE,68,Clothing,2,600.16,Cash,23-09-2021,Metrocity,1200.32
I322081,C159628,FEMALE,46,Cosmetics,5,203.3,Credit Card,25-08-2021,Metrocity,1016.5
I197974,C995721,FEMALE,32,Cosmetics,1,40.66,Credit Card,15-09-2021,Kanyon,40.66
I324195,C327239,FEMALE,42,Food & Beverage,4,20.92,Credit Card,09-11-2021,Mall of Istanbul,83.68
I354906,C809804,FEMALE,64,Clothing,4,1200.32,Debit Card,05-05-2021,Mall of Istanbul,4801.28
I266454,C200632,FEMALE,42,Cosmetics,3,121.98,Debit Card,03-04-2021,Istinye Park,365.94
I475339,C107006,FEMALE,34,Toys,1,35.84,Cash,28-06-2021,Kanyon,35.84
I331874,C281082,FEMALE,40,Clothing,2,600.16,Credit Card,24-11-2021,Mall of Istanbul,1200.32
I676573,C332645,FEMALE,52,Toys,1,35.84,Cash,16-12-2022,Zorlu Center,35.84
I374197,C131077,FEMALE,34,Books,3,45.45,Credit Card,15-05-2021,Metrocity,136.35
I596811,C332285,FEMALE,62,Clothing,1,300.08,Debit Card,30-01-2022,Forum Istanbul,300.08
I146600,C230384,FEMALE,22,Books,5,75.75,Cash,21-12-2022,Metrocity,378.75
I524360,C233793,FEMALE,39,Clothing,2,600.16,Credit Card,27-09-2021,Metrocity,1200.32
I180103,C265459,FEMALE,55,Toys,2,71.68,Debit Card,31-07-2022,Mall of Istanbul,143.36
I880788,C269735,FEMALE,60,Shoes,1,600.17,Cash,28-09-2021,Kanyon,600.17
I269334,C505924,FEMALE,19,Food & Beverage,1,5.23,Debit Card,16-12-2021,Emaar Square Mall,5.23
I298634,C306649,FEMALE,54,Clothing,5,1500.4,Debit Card,26-09-2022,Istinye Park,7502
I933868,C156625,FEMALE,25,Cosmetics,5,203.3,Cash,03-04-2022,Metropol AVM,1016.5
I210134,C539557,FEMALE,26,Shoes,4,2400.68,Credit Card,10-02-2021,Mall of Istanbul,9602.72
I141256,C296800,FEMALE,23,Clothing,5,1500.4,Credit Card,04-06-2021,Kanyon,7502
I237492,C322622,FEMALE,68,Cosmetics,2,81.32,Cash,04-03-2022,Istinye Park,162.64
I747746,C320176,FEMALE,63,Shoes,3,1800.51,Cash,27-07-2021,Metrocity,5401.53
I251659,C441208,FEMALE,21,Clothing,3,900.24,Credit Card,16-11-2021,Cevahir AVM,2700.72
I428089,C181357,FEMALE,26,Food & Beverage,4,20.92,Cash,29-01-2022,Kanyon,83.68
I143970,C217627,FEMALE,23,Clothing,2,600.16,Credit Card,16-07-2022,Istinye Park,1200.32
I102946,C182144,FEMALE,62,Clothing,3,900.24,Cash,30-11-2022,Viaport Outlet,2700.72
I473088,C809374,FEMALE,58,Clothing,3,900.24,Credit Card,18-11-2022,Cevahir AVM,2700.72
I208557,C295837,FEMALE,69,Food & Beverage,3,15.69,Cash,18-08-2022,Viaport Outlet,47.07
I336306,C186050,FEMALE,42,Clothing,2,600.16,Cash,10-11-2022,Forum Istanbul,1200.32
I326305,C132025,FEMALE,49,Technology,3,3150,Cash,02-02-2023,Istinye Park,9450
I180170,C170472,FEMALE,49,Shoes,2,1200.34,Credit Card,09-09-2021,Zorlu Center,2400.68
I295476,C339527,FEMALE,26,Books,5,75.75,Debit Card,02-08-2022,Zorlu Center,378.75
I288318,C419781,FEMALE,30,Clothing,1,300.08,Credit Card,07-11-2021,Mall of Istanbul,300.08
I404736,C293345,FEMALE,56,Shoes,4,2400.68,Cash,14-07-2022,Kanyon,9602.72
I263820,C123231,FEMALE,23,Food & Beverage,4,20.92,Cash,22-01-2021,Istinye Park,83.68
I255863,C992571,FEMALE,64,Clothing,4,1200.32,Cash,11-03-2022,Emaar Square Mall,4801.28
I334718,C689439,FEMALE,43,Clothing,3,900.24,Cash,22-06-2022,Istinye Park,2700.72
I246130,C271111,FEMALE,43,Books,1,15.15,Cash,22-07-2022,Emaar Square Mall,15.15
I317493,C282362,FEMALE,32,Clothing,3,900.24,Cash,12-10-2021,Forum Istanbul,2700.72
I313015,C106338,FEMALE,61,Toys,5,179.2,Cash,18-06-2022,Istinye Park,896
I176591,C225760,FEMALE,40,Clothing,2,600.16,Debit Card,20-01-2021,Kanyon,1200.32
I309016,C690234,FEMALE,44,Toys,3,107.52,Debit Card,31-03-2021,Zorlu Center,322.56
I132745,C135226,FEMALE,40,Cosmetics,2,81.32,Cash,26-04-2021,Cevahir AVM,162.64
I260217,C871912,FEMALE,64,Food & Beverage,1,5.23,Credit Card,05-02-2021,Mall of Istanbul,5.23
I119513,C179032,FEMALE,64,Clothing,5,1500.4,Cash,04-07-2021,Istinye Park,7502
I701249,C133453,FEMALE,20,Toys,2,71.68,Cash,03-11-2022,Kanyon,143.36
I336015,C197828,FEMALE,56,Food & Beverage,5,26.15,Credit Card,17-11-2022,Forum Istanbul,130.75
I561334,C626314,FEMALE,61,Clothing,4,1200.32,Cash,19-10-2022,Mall of Istanbul,4801.28
I192897,C143609,FEMALE,20,Clothing,3,900.24,Cash,04-02-2022,Kanyon,2700.72
I840411,C301139,FEMALE,57,Food & Beverage,4,20.92,Debit Card,07-03-2021,Metrocity,83.68
I952652,C300449,FEMALE,58,Shoes,3,1800.51,Cash,24-10-2021,Mall of Istanbul,5401.53
I389711,C180387,FEMALE,48,Toys,4,143.36,Debit Card,08-07-2022,Kanyon,573.44
I153783,C223543,FEMALE,39,Cosmetics,3,121.98,Cash,21-11-2021,Mall of Istanbul,365.94
I288737,C203317,FEMALE,43,Food & Beverage,4,20.92,Debit Card,29-07-2022,Kanyon,83.68
I294277,C786871,FEMALE,23,Clothing,4,1200.32,Cash,21-10-2021,Forum Istanbul,4801.28
I165552,C216567,FEMALE,52,Shoes,5,3000.85,Credit Card,31-07-2021,Mall of Istanbul,15004.25
I945263,C174906,FEMALE,37,Food & Beverage,3,15.69,Cash,11-08-2021,Forum Istanbul,47.07
I224886,C336762,FEMALE,38,Toys,4,143.36,Debit Card,24-02-2023,Zorlu Center,573.44
I102735,C662013,FEMALE,55,Shoes,4,2400.68,Debit Card,22-02-2023,Zorlu Center,9602.72
I294132,C159277,FEMALE,52,Cosmetics,2,81.32,Credit Card,27-02-2023,Emaar Square Mall,162.64
I108033,C214803,FEMALE,33,Shoes,4,2400.68,Cash,12-01-2022,Kanyon,9602.72
I712922,C984281,FEMALE,44,Cosmetics,4,162.64,Debit Card,25-03-2021,Cevahir AVM,650.56
I662296,C261326,FEMALE,38,Cosmetics,2,81.32,Cash,02-07-2022,Zorlu Center,162.64
I239015,C188405,FEMALE,25,Clothing,3,900.24,Cash,05-08-2021,Kanyon,2700.72
I660088,C328779,FEMALE,36,Cosmetics,3,121.98,Credit Card,28-03-2022,Kanyon,365.94
I573160,C233365,FEMALE,22,Clothing,3,900.24,Debit Card,07-07-2022,Istinye Park,2700.72
I275436,C332465,FEMALE,27,Cosmetics,2,81.32,Credit Card,02-03-2021,Mall of Istanbul,162.64
I222611,C244539,FEMALE,26,Books,5,75.75,Debit Card,21-02-2023,Forum Istanbul,378.75
I374756,C277062,FEMALE,60,Cosmetics,4,162.64,Debit Card,28-08-2022,Forum Istanbul,650.56
I306344,C338739,FEMALE,52,Clothing,3,900.24,Debit Card,23-02-2023,Istinye Park,2700.72
I244263,C739777,FEMALE,44,Clothing,3,900.24,Credit Card,10-07-2021,Metrocity,2700.72
I804410,C581307,FEMALE,36,Food & Beverage,2,10.46,Debit Card,27-09-2022,Metropol AVM,20.92
I243062,C108387,FEMALE,41,Food & Beverage,3,15.69,Cash,06-01-2022,Istinye Park,47.07
I313004,C976607,FEMALE,34,Cosmetics,5,203.3,Cash,26-10-2022,Zorlu Center,1016.5
I606277,C287732,FEMALE,66,Clothing,3,900.24,Credit Card,18-03-2021,Istinye Park,2700.72
I407694,C476693,FEMALE,45,Clothing,1,300.08,Cash,07-03-2022,Metrocity,300.08
I211220,C174252,FEMALE,18,Clothing,2,600.16,Cash,04-12-2022,Metrocity,1200.32
I166644,C139250,FEMALE,32,Clothing,4,1200.32,Debit Card,04-07-2021,Kanyon,4801.28
I316642,C141905,FEMALE,20,Clothing,2,600.16,Cash,28-05-2021,Viaport Outlet,1200.32
I153945,C211103,FEMALE,41,Food & Beverage,1,5.23,Debit Card,24-10-2022,Cevahir AVM,5.23
I441114,C109370,FEMALE,59,Food & Beverage,5,26.15,Credit Card,26-01-2023,Metropol AVM,130.75
I546564,C721284,FEMALE,21,Cosmetics,1,40.66,Cash,09-12-2021,Emaar Square Mall,40.66
I881190,C330693,FEMALE,52,Clothing,3,900.24,Cash,09-05-2021,Metropol AVM,2700.72
I107808,C998085,FEMALE,66,Books,4,60.6,Credit Card,04-09-2022,Mall of Istanbul,242.4
I635584,C292351,FEMALE,38,Souvenir,3,35.19,Cash,03-06-2022,Mall of Istanbul,105.57
I146058,C294896,FEMALE,67,Food & Beverage,3,15.69,Debit Card,10-08-2022,Mall of Istanbul,47.07
I158851,C337945,FEMALE,31,Cosmetics,5,203.3,Credit Card,11-05-2022,Mall of Istanbul,1016.5
I200041,C153378,FEMALE,34,Toys,4,143.36,Credit Card,16-02-2021,Metrocity,573.44
I251956,C570743,FEMALE,42,Technology,1,1050,Cash,27-07-2021,Mall of Istanbul,1050
I765694,C339177,FEMALE,31,Cosmetics,1,40.66,Credit Card,21-01-2021,Kanyon,40.66
I246323,C120372,FEMALE,38,Souvenir,5,58.65,Credit Card,22-01-2022,Emaar Square Mall,293.25
I103882,C230616,FEMALE,30,Clothing,1,300.08,Debit Card,30-06-2022,Istinye Park,300.08
I147849,C191265,FEMALE,54,Shoes,2,1200.34,Cash,06-03-2023,Forum Istanbul,2400.68
I314012,C116457,FEMALE,46,Clothing,5,1500.4,Debit Card,09-01-2023,Metropol AVM,7502
I967276,C273581,FEMALE,29,Food & Beverage,2,10.46,Credit Card,31-03-2022,Metrocity,20.92
I159679,C441316,FEMALE,28,Shoes,4,2400.68,Debit Card,04-02-2022,Kanyon,9602.72
I531483,C228124,FEMALE,27,Cosmetics,1,40.66,Cash,21-04-2022,Kanyon,40.66
I778046,C140771,FEMALE,50,Food & Beverage,2,10.46,Credit Card,24-04-2022,Kanyon,20.92
I561639,C282690,FEMALE,42,Clothing,4,1200.32,Debit Card,17-11-2021,Istinye Park,4801.28
I581507,C553542,FEMALE,34,Toys,1,35.84,Cash,21-10-2022,Istinye Park,35.84
I253071,C249941,FEMALE,25,Cosmetics,3,121.98,Credit Card,27-06-2022,Kanyon,365.94
I319518,C170183,FEMALE,48,Clothing,5,1500.4,Credit Card,24-10-2022,Mall of Istanbul,7502
I239035,C263675,FEMALE,39,Food & Beverage,4,20.92,Credit Card,12-01-2021,Cevahir AVM,83.68
I163302,C186104,FEMALE,67,Food & Beverage,4,20.92,Credit Card,28-06-2021,Istinye Park,83.68
I301335,C325187,FEMALE,25,Food & Beverage,4,20.92,Credit Card,15-12-2021,Metropol AVM,83.68
I324055,C235038,FEMALE,20,Clothing,4,1200.32,Credit Card,20-02-2021,Metrocity,4801.28
I733037,C156753,FEMALE,66,Food & Beverage,3,15.69,Credit Card,16-04-2021,Kanyon,47.07
I375321,C124594,FEMALE,18,Shoes,5,3000.85,Credit Card,29-11-2021,Kanyon,15004.25
I209304,C280028,FEMALE,30,Clothing,2,600.16,Debit Card,21-11-2022,Zorlu Center,1200.32
I651271,C224160,FEMALE,58,Clothing,4,1200.32,Credit Card,04-02-2023,Kanyon,4801.28
I983697,C163324,FEMALE,61,Books,4,60.6,Credit Card,17-05-2021,Cevahir AVM,242.4
I229426,C592667,FEMALE,47,Clothing,3,900.24,Credit Card,07-11-2021,Kanyon,2700.72
I760370,C246483,FEMALE,62,Books,1,15.15,Debit Card,04-05-2022,Mall of Istanbul,15.15
I147947,C201510,FEMALE,69,Food & Beverage,1,5.23,Credit Card,15-08-2022,Mall of Istanbul,5.23
I789476,C435500,FEMALE,18,Shoes,4,2400.68,Credit Card,11-04-2022,Istinye Park,9602.72
I970205,C834224,FEMALE,32,Shoes,4,2400.68,Debit Card,02-10-2022,Istinye Park,9602.72
I216209,C149000,FEMALE,64,Souvenir,2,23.46,Cash,15-08-2022,Mall of Istanbul,46.92
I191431,C196832,FEMALE,61,Clothing,2,600.16,Debit Card,28-03-2022,Istinye Park,1200.32
I283139,C212923,FEMALE,43,Toys,5,179.2,Credit Card,13-05-2021,Emaar Square Mall,896
I616965,C231765,FEMALE,37,Technology,1,1050,Cash,06-02-2022,Zorlu Center,1050
I334637,C315042,FEMALE,22,Clothing,1,300.08,Credit Card,05-03-2021,Istinye Park,300.08
I560619,C322886,FEMALE,27,Food & Beverage,4,20.92,Credit Card,26-05-2021,Mall of Istanbul,83.68
I252660,C170862,FEMALE,25,Books,2,30.3,Cash,17-12-2022,Zorlu Center,60.6
I109891,C273154,FEMALE,22,Clothing,5,1500.4,Debit Card,06-05-2022,Istinye Park,7502
I129106,C762378,FEMALE,45,Food & Beverage,5,26.15,Cash,12-07-2022,Kanyon,130.75
I196504,C274081,FEMALE,35,Clothing,5,1500.4,Credit Card,10-04-2021,Kanyon,7502
I298424,C613580,FEMALE,46,Clothing,4,1200.32,Cash,06-10-2022,Kanyon,4801.28
I609491,C228927,FEMALE,58,Food & Beverage,2,10.46,Cash,17-11-2021,Mall of Istanbul,20.92
I278222,C241812,FEMALE,29,Technology,2,2100,Credit Card,01-01-2022,Mall of Istanbul,4200
I287054,C613598,FEMALE,61,Clothing,5,1500.4,Cash,18-05-2022,Emaar Square Mall,7502
I170165,C427938,FEMALE,49,Cosmetics,1,40.66,Credit Card,03-08-2022,Kanyon,40.66
I146641,C108690,FEMALE,23,Shoes,1,600.17,Cash,02-01-2022,Kanyon,600.17
I208554,C805598,FEMALE,69,Clothing,5,1500.4,Credit Card,20-09-2022,Istinye Park,7502
I112636,C494856,FEMALE,38,Food & Beverage,1,5.23,Credit Card,14-05-2021,Mall of Istanbul,5.23
I620602,C198449,FEMALE,68,Toys,2,71.68,Cash,28-10-2021,Forum Istanbul,143.36
I444189,C189825,FEMALE,55,Clothing,4,1200.32,Credit Card,22-01-2022,Kanyon,4801.28
I105485,C206872,FEMALE,30,Books,2,30.3,Cash,10-01-2021,Mall of Istanbul,60.6
I157239,C295714,FEMALE,53,Clothing,1,300.08,Cash,23-02-2022,Metrocity,300.08
I126616,C334785,FEMALE,61,Clothing,2,600.16,Cash,09-01-2021,Kanyon,1200.32
I181376,C783307,FEMALE,37,Clothing,5,1500.4,Credit Card,07-07-2021,Kanyon,7502
I186678,C358968,FEMALE,31,Clothing,2,600.16,Cash,29-05-2022,Zorlu Center,1200.32
I333937,C331386,FEMALE,53,Clothing,4,1200.32,Cash,14-03-2022,Metrocity,4801.28
I116120,C140807,FEMALE,66,Food & Beverage,2,10.46,Credit Card,22-05-2021,Istinye Park,20.92
I758706,C380270,FEMALE,64,Clothing,2,600.16,Cash,01-06-2022,Metropol AVM,1200.32
I168996,C234626,FEMALE,45,Cosmetics,1,40.66,Debit Card,28-01-2022,Mall of Istanbul,40.66
I319380,C173207,FEMALE,59,Food & Beverage,2,10.46,Debit Card,03-06-2022,Metropol AVM,20.92
I165895,C282466,FEMALE,19,Technology,3,3150,Cash,24-10-2021,Metrocity,9450
I703456,C108685,FEMALE,48,Cosmetics,2,81.32,Debit Card,14-05-2021,Metrocity,162.64
I920797,C124440,FEMALE,29,Clothing,1,300.08,Cash,24-05-2021,Metropol AVM,300.08
I250138,C283847,FEMALE,42,Food & Beverage,4,20.92,Credit Card,15-09-2022,Zorlu Center,83.68
I272094,C228762,FEMALE,23,Food & Beverage,5,26.15,Cash,14-03-2021,Istinye Park,130.75
I253131,C689417,FEMALE,42,Clothing,2,600.16,Cash,06-06-2021,Metrocity,1200.32
I246978,C303928,FEMALE,38,Toys,5,179.2,Cash,22-03-2021,Metrocity,896
I232808,C319748,FEMALE,48,Shoes,2,1200.34,Credit Card,10-04-2022,Zorlu Center,2400.68
I256465,C329596,FEMALE,66,Clothing,1,300.08,Cash,12-08-2021,Istinye Park,300.08
I251803,C271562,FEMALE,37,Food & Beverage,5,26.15,Cash,18-03-2022,Mall of Istanbul,130.75
I716786,C485292,FEMALE,33,Food & Beverage,1,5.23,Credit Card,13-02-2022,Mall of Istanbul,5.23
I718529,C801388,FEMALE,55,Shoes,3,1800.51,Cash,24-04-2022,Mall of Istanbul,5401.53
I155041,C847595,FEMALE,67,Toys,2,71.68,Cash,01-01-2022,Mall of Istanbul,143.36
I178322,C619351,FEMALE,49,Clothing,1,300.08,Credit Card,25-06-2021,Mall of Istanbul,300.08
I308428,C303319,FEMALE,46,Cosmetics,4,162.64,Credit Card,21-01-2021,Mall of Istanbul,650.56
I656100,C864971,FEMALE,38,Cosmetics,3,121.98,Credit Card,19-01-2022,Mall of Istanbul,365.94
I184228,C758038,FEMALE,63,Shoes,1,600.17,Credit Card,28-03-2022,Mall of Istanbul,600.17
I586259,C336129,FEMALE,20,Toys,1,35.84,Credit Card,19-11-2022,Istinye Park,35.84
I992223,C212597,FEMALE,55,Food & Beverage,4,20.92,Cash,14-11-2021,Viaport Outlet,83.68
I243607,C453642,FEMALE,28,Toys,3,107.52,Cash,25-05-2022,Istinye Park,322.56
I265909,C124901,FEMALE,57,Toys,1,35.84,Cash,05-10-2021,Metropol AVM,35.84
I309923,C249249,FEMALE,41,Books,2,30.3,Credit Card,19-03-2021,Metrocity,60.6
I295248,C803284,FEMALE,69,Clothing,4,1200.32,Cash,20-02-2021,Mall of Istanbul,4801.28
I213183,C283989,FEMALE,53,Food & Beverage,2,10.46,Debit Card,14-04-2022,Mall of Istanbul,20.92
I715270,C256468,FEMALE,22,Clothing,3,900.24,Cash,14-09-2022,Viaport Outlet,2700.72
I286546,C245257,FEMALE,59,Clothing,2,600.16,Cash,06-11-2022,Kanyon,1200.32
I414131,C117304,FEMALE,22,Clothing,4,1200.32,Cash,10-04-2022,Metrocity,4801.28
I303034,C114011,FEMALE,51,Toys,3,107.52,Credit Card,11-06-2021,Metrocity,322.56
I286658,C256842,FEMALE,68,Souvenir,5,58.65,Credit Card,28-07-2021,Mall of Istanbul,293.25
I140847,C121736,FEMALE,31,Clothing,2,600.16,Credit Card,01-05-2022,Kanyon,1200.32
I897289,C115627,FEMALE,57,Clothing,1,300.08,Credit Card,22-01-2022,Kanyon,300.08
I162120,C227045,FEMALE,42,Clothing,4,1200.32,Cash,12-12-2022,Kanyon,4801.28
I314557,C291659,FEMALE,59,Clothing,1,300.08,Credit Card,10-11-2022,Metrocity,300.08
I874214,C294855,FEMALE,28,Cosmetics,3,121.98,Cash,28-07-2022,Kanyon,365.94
I965235,C273559,FEMALE,65,Clothing,4,1200.32,Cash,11-05-2022,Zorlu Center,4801.28
I379024,C160167,FEMALE,41,Souvenir,2,23.46,Cash,01-01-2023,Istinye Park,46.92
I260655,C316416,FEMALE,36,Clothing,1,300.08,Credit Card,26-04-2021,Mall of Istanbul,300.08
I124857,C280251,FEMALE,19,Cosmetics,2,81.32,Cash,06-10-2022,Zorlu Center,162.64
I412854,C333674,FEMALE,23,Food & Beverage,1,5.23,Credit Card,09-04-2022,Viaport Outlet,5.23
I124959,C272616,FEMALE,46,Food & Beverage,1,5.23,Credit Card,21-02-2021,Mall of Istanbul,5.23
I132940,C441145,FEMALE,18,Clothing,5,1500.4,Cash,02-06-2022,Mall of Istanbul,7502
I189269,C903441,FEMALE,49,Toys,5,179.2,Cash,12-07-2021,Mall of Istanbul,896
I954238,C412400,FEMALE,48,Clothing,3,900.24,Credit Card,22-04-2022,Mall of Istanbul,2700.72
I115606,C219458,FEMALE,56,Clothing,3,900.24,Credit Card,02-08-2022,Kanyon,2700.72
I975548,C301213,FEMALE,46,Cosmetics,2,81.32,Cash,08-06-2022,Metropol AVM,162.64
I226751,C181435,FEMALE,20,Clothing,2,600.16,Debit Card,20-01-2023,Metrocity,1200.32
I322879,C518897,FEMALE,50,Clothing,4,1200.32,Debit Card,26-09-2022,Emaar Square Mall,4801.28
I732907,C295120,FEMALE,30,Clothing,3,900.24,Credit Card,18-02-2021,Cevahir AVM,2700.72
I101390,C314514,FEMALE,35,Cosmetics,3,121.98,Cash,08-09-2021,Mall of Istanbul,365.94
I130077,C621176,FEMALE,35,Clothing,1,300.08,Debit Card,08-08-2022,Zorlu Center,300.08
I194153,C181858,FEMALE,19,Clothing,1,300.08,Cash,18-04-2022,Kanyon,300.08
I331640,C505401,FEMALE,60,Cosmetics,4,162.64,Cash,13-04-2022,Istinye Park,650.56
I336273,C728995,FEMALE,65,Food & Beverage,4,20.92,Debit Card,18-05-2022,Mall of Istanbul,83.68
I112704,C530904,FEMALE,56,Books,2,30.3,Debit Card,21-08-2022,Kanyon,60.6
I147302,C160925,FEMALE,57,Books,1,15.15,Cash,15-12-2021,Mall of Istanbul,15.15
I469703,C157132,FEMALE,45,Food & Beverage,4,20.92,Credit Card,07-12-2022,Metrocity,83.68
I334165,C271889,FEMALE,22,Cosmetics,2,81.32,Credit Card,15-03-2022,Emaar Square Mall,162.64
I216871,C138507,FEMALE,31,Food & Beverage,4,20.92,Cash,02-07-2022,Metrocity,83.68
I162540,C204294,FEMALE,45,Cosmetics,1,40.66,Cash,01-11-2021,Zorlu Center,40.66
I124052,C261885,FEMALE,32,Technology,2,2100,Credit Card,02-02-2023,Metrocity,4200
I154834,C184372,FEMALE,44,Books,3,45.45,Credit Card,01-01-2022,Kanyon,136.35
I100762,C183883,FEMALE,49,Clothing,1,300.08,Debit Card,11-01-2023,Zorlu Center,300.08
I361668,C324878,FEMALE,29,Toys,5,179.2,Cash,07-06-2021,Kanyon,896
I286480,C868588,FEMALE,51,Clothing,5,1500.4,Credit Card,28-03-2022,Emaar Square Mall,7502
I329704,C140171,FEMALE,47,Clothing,3,900.24,Cash,29-09-2021,Cevahir AVM,2700.72
I174145,C298300,FEMALE,58,Clothing,5,1500.4,Cash,25-07-2021,Mall of Istanbul,7502
I246133,C112516,FEMALE,44,Shoes,3,1800.51,Credit Card,20-03-2021,Kanyon,5401.53
I529333,C479843,FEMALE,19,Clothing,5,1500.4,Cash,16-02-2021,Viaport Outlet,7502
I327661,C211953,FEMALE,61,Clothing,2,600.16,Credit Card,22-10-2021,Cevahir AVM,1200.32
I468127,C170439,FEMALE,35,Clothing,2,600.16,Cash,28-04-2022,Istinye Park,1200.32
I849420,C619828,FEMALE,60,Clothing,4,1200.32,Credit Card,30-04-2021,Metropol AVM,4801.28
I623266,C336290,FEMALE,66,Cosmetics,5,203.3,Credit Card,23-02-2023,Kanyon,1016.5
I302249,C184698,FEMALE,61,Toys,5,179.2,Credit Card,26-04-2021,Forum Istanbul,896
I949315,C250879,FEMALE,20,Cosmetics,5,203.3,Credit Card,18-11-2022,Istinye Park,1016.5
